A1-NOUN-11,A1,,"""<span class=""""das"""">das</span> Ausland [sound:googletts-24d88a45-41e5ee9a-1a4d199b-13e0d80e-e059e850.mp3]""",,the foreign country [sound:googletts-b56aa2de-7c316d3a-39721c68-78d28350-a534df41.mp3],Go abroad?,Fahren Sie ins Ausland?,
A1-NOUN-12,A1,,"""<span class=""""das"""">das</span> Auto [sound:googletts-8d0f0b15-88f6e94b-a3cd762e-ab45dfd8-0f995051.mp3]""",s,the car [sound:googletts-84bc8316-c4236667-ef1c6778-d2794bda-fa826973.mp3],It comes with the car.,Er kommt mit dem Auto.,
A1-NOUN-13,A1,,"""<span class=""""das"""">das</span> Baby [sound:googletts-81271063-3643b1d3-796a5e29-3bf8b4de-3540928f.mp3]""",s,the baby [sound:googletts-12f606e1-6498dced-f436f234-3f9e130d-c8956a36.mp3],My child is still a baby.,Mein Kind ist noch ein Baby.,
A1-NOUN-14,A1,,"""<span class=""""das"""">das</span> Bad [sound:googletts-9ab14aac-229572ac-f0359de0-f5631c32-82a53130.mp3]""",,the bathroom [sound:googletts-7a823150-5756426d-6fe60896-f8899bcf-500979ab.mp3],We have no great big bathroom,Wir haben kein groBes Bad,
A1-NOUN-15,A1,,"""<span class=""""das"""">das</span> Bein [sound:googletts-0864bde3-2f2753d1-624b43e3-3db28a9e-ad2a8376.mp3]""",e,the leg [sound:googletts-fe8b764c-b4a38aaa-326cbb9e-27659cb2-b3a27e20.mp3],My right leg hurts.,Mein rechtes Bein tut weh.,
A1-NOUN-16,A1,,"""<span class=""""das"""">das</span> Beispiel [sound:googletts-62b56025-2e887fb3-6ac489a6-669a5e7f-83364330.mp3]""",e,the example [sound:googletts-b8038459-9397d10a-b0beec50-845d6631-abb2636d.mp3],Can you give me an example?,Kannst du mir ein Beispiel sagen?,
A1-NOUN-17,A1,,"""<span class=""""das"""">das</span> Benzin [sound:googletts-f76d928b-51ffa922-08ef56b3-daf69135-ed72bc35.mp3]""",,Gasoline [sound:googletts-844c02c7-96945249-c73505f4-67689cb7-f2d29157.mp3],My small car does not need much petrol.,Dieses Auto fährt mit Benzin.,
A1-NOUN-18,A1,,"""<span class=""""das"""">das</span> Besteck [sound:googletts-dd025412-383002f3-abb7b15a-20c83a92-5cceee09.mp3]""",,Cutlery [sound:googletts-2b51367b-9ca92d45-1ed4eb94-dc4592af-e496ce25.mp3],I placed the cutlery next to the plate.,Ich legte das Besteck neben den Teller.,
A1-NOUN-19,A1,,"""<span class=""""das"""">das</span> Betriebsklima [sound:googletts-5dd3e66d-f0118b78-52f9b241-a2211757-9fde602a.mp3]""",,Work Climate [sound:googletts-20738496-2fedf4be-53c71d8b-d476e9bf-f92778cc.mp3],How do you assess the work climate within the GASAG Group?,Wie beurteilen Sie das Betriebsklima innerhalb der GASAG-Gruppe?,
A1-NOUN-20,A1,,"""<span class=""""das"""">das</span> Bett [sound:googletts-76635844-e1487ada-8fdbab2d-d64557c1-0e26b0a0.mp3]""",,Bed [sound:googletts-efdb61fd-e2f5e2c3-d9a2eb64-ac7638a2-5910e735.mp3],I bought a bed together with a mattress.,Ich habe ein Bett mitsamt Matratze gekauft.,
A1-NOUN-21,A1,,"""<span class=""""das"""">das</span> Bier [sound:googletts-14ef7840-90f8ae64-f1536218-f0b9ff42-92b7efad.mp3]""",,the beer [sound:googletts-6773c514-2e9b193c-8a77ed30-67d66807-14485af9.mp3],Another beer please.,Noch ein Bier bitte.,
A1-NOUN-22,A1,,"""<span class=""""das"""">das</span> Bild [sound:googletts-2623601e-ffe4ccc8-5ad23921-a5a0955e-870db07d.mp3]""",er,the picture [sound:googletts-d4bf7163-642e290a-c79e5d84-24d2dde7-4f92e797.mp3],Do you have a picture of your son?,Hast du ein Bild von deinem Sohn?,
A1-NOUN-23,A1,,"""<span class=""""das"""">das</span> Blatt [sound:googletts-2ecdf0f4-e3f36b58-bf8c18a9-77940709-610a6c64.mp3]""",,Sheet [sound:googletts-4ca587c0-b22668b3-cdb61f27-c396b7ad-97e03c8d.mp3],We should print the menu on a green sheet of paper.,Wir sollten das Menü auf ein grünes Blatt Papier drucken.,
A1-NOUN-24,A1,,"""<span class=""""das"""">das</span> Boot [sound:googletts-39da7a25-eb0feaf3-84803d17-11aec278-8358b67f.mp3]""",,Boat [sound:googletts-7bf0cf56-6b9dcf1a-4f722558-6407828f-1cd9ae80.mp3],I tied the boat to the landing stage.,Ich machte das Boot am Steg fest.,
A1-NOUN-25,A1,,"""<span class=""""das"""">das</span> Brot [sound:googletts-9b8e3ed9-872c8eee-95190eb5-7d8ac22b-08fc1247.mp3]""",e,the bread [sound:googletts-81f5d436-f2a6219f-88635136-53d13c97-bc4932c9.mp3],Do you have white bread?,Haben Sie auch Weißbrot?,
A1-NOUN-26,A1,,"""<span class=""""das"""">das</span> Brötchen [sound:googletts-348b8cb0-f375fcca-ae5e5029-55fa65be-0f343d02.mp3]""",,Bread Bun [sound:googletts-d5f49a02-8748bd18-068af6eb-6b92d7a2-ddc29299.mp3],She had a roll with butter and honey for breakfast.,Zum Frühstück aß sie ein Brötchen mit Butter und Honig.,
A1-NOUN-27,A1,,"""<span class=""""das"""">das</span> Buch [sound:googletts-6497aed9-fb34d6eb-fb1f9bd1-8ec8810e-05745050.mp3]""","0, er",the book [sound:googletts-f2a973e0-dc06d23f-7ddd014d-40d5c97b-af25cace.mp3],Good books are often very expensive.,Gute Bücher sind oft sehr teuer.,
A1-NOUN-28,A1,,"""<span class=""""das"""">das</span> Bundesland [sound:googletts-452fa12f-e300adaa-8e5f6c42-e340c1b1-0c3a966b.mp3]""",,Federal State [sound:googletts-48d231f0-5078c933-af9681d2-14000f4d-a1d7b454.mp3],Some countries are divided into smaller states.,Manche Länder sind in kleinere Bundesländer aufgeteilt.,
A1-NOUN-29,A1,,"""<span class=""""das"""">das</span> Büro [sound:googletts-09a52282-e00e3dff-2179da58-66db940f-3be00ef6.mp3]""",,Office [sound:googletts-d30bc564-bef9f625-2c8b4809-978fb08b-fe8ac38a.mp3],The manager's office is at the end of the corridor.,Das Büro des Managers befindet sich am Ende des Gangs.,
A1-NOUN-30,A1,,"""<span class=""""das"""">das</span> Cafe [sound:googletts-91636c43-ba031e11-c26d1933-3ace36b9-ad391d19.mp3]""",s,the cafe [sound:googletts-17873a31-49690027-e41416d2-9201b93d-e3e1a338.mp3],Shall we meet in the cafe?,Sollen wir uns im Cafe treffen?,
A1-NOUN-31,A1,,"""<span class=""""das"""">das</span> Camping [sound:googletts-e5fb64c0-7fd86fda-d8ff6401-b9a735b4-9afa275d.mp3]""",,Camping [sound:googletts-f894f1a9-8fb89b5b-865ac2bc-1cf2d9b1-7f31239b.mp3],Wir campen in einem Zelt oder Wohnwagen.,Sie campen in Einem Zelt oder Wohnwagen.,
A1-NOUN-32,A1,,"""<span class=""""das"""">das</span> Chaos [sound:googletts-2b4a1a0d-a8f192d1-2f8bd711-0e9ca16d-c5c5d4bb.mp3]""",,Chaos [sound:googletts-f52d761f-acdd6ce6-fbd83fb6-02703edf-336f3211.mp3],There is chaos at the airport due to late flights.,Es ist Chaos am Flughafen wegen verspäteter Flüge.,
A1-NOUN-33,A1,,"""<span class=""""das"""">das</span> Dach [sound:googletts-7cefaa92-91a95c50-54e1bdaf-e9fcfde0-aaec5ecf.mp3]""",,Roof [sound:googletts-ae385258-2a525ab2-febb7a0b-00a0bff7-1c9f4ff0.mp3],The roof protects the house from rain.,Das Dach schützt das Haus vor Regen.,
A1-NOUN-34,A1,,"""<span class=""""das"""">das</span> Datum [sound:googletts-0ad19aed-fb21f1fe-f0a98b82-0dce64e0-0dff5ca0.mp3]""",,the date [sound:googletts-419ed045-5e64f020-398c7f7e-80e46d83-fc2728d8.mp3],Please write or the date on the form.,Bitte schreiben Sie noch das Datum auf das Formular.,
A1-NOUN-35,A1,,"""<span class=""""das"""">das</span> Diktat [sound:googletts-f97a1e12-77842d47-75ab18a4-59f7d429-6b331440.mp3]""",,Dictation [sound:googletts-559f9413-335f8c0e-c5a82dd6-7fa0eb3e-f3de143c.mp3],The assistant took dictation and wrote down what was said.,"Die Assistentin nahm ein Diktat auf und notierte, was gesagt wurde.",
A1-NOUN-36,A1,,"""<span class=""""das"""">das</span> Ding [sound:googletts-80115df1-30c304fa-d5ff1026-59407330-b1f85627.mp3]""",,Things [sound:googletts-6db6c447-20ba71aa-fdef1954-a8184183-54f3920e.mp3],The most valuable items I possess are in my safe.,"Es erfordert Mut, neue Dinge auszuprobieren.",
A1-NOUN-37,A1,,"""<span class=""""das"""">das</span> Dokument [sound:googletts-65f4c4e5-20a8bf47-b7ba9cc1-230493e4-d7fc3d00.mp3]""",,Document [sound:googletts-c014c319-786e3e8b-985e4ad9-b59c7d3e-4bf8a463.mp3],I am sending the document via email.,Ich schicke das Dokument per E-Mail.,
A1-NOUN-38,A1,,"""<span class=""""das"""">das</span> Doppelzimmer [sound:googletts-89966042-3c045548-5e20eb52-e8903b7a-11cf7c80.mp3]""",,double bedroom [sound:googletts-9cea9c11-c48baff4-c2e8b9ae-0c0c73fd-b5332904.mp3],Do you want a double or a single room?,Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?,
A1-NOUN-39,A1,,"""<span class=""""das"""">das</span> Dorf [sound:googletts-7f7f5fee-59275dfb-1395cd3b-7cafd268-ee7fa565.mp3]""","0, er",the village [sound:googletts-d42ee502-9be68228-815c860d-0c1d7873-7af1a9fc.mp3],My family lives in a village.,Meine Familie lebt in einem Dorf.,
A1-NOUN-40,A1,,"""<span class=""""das"""">das</span> Dreieck [sound:googletts-84fd2a46-921d385d-b6fdc204-8d2017b9-d308651e.mp3]""",,Triangle [sound:googletts-a2bd7cc2-dea2044a-c73ab9db-02c3ff4d-181151fd.mp3],The two triangles are congruent.,Die beiden Dreiecke sind deckungsgleich.,
A1-NOUN-41,A1,,"""<span class=""""das"""">das</span> Ei [sound:googletts-11370ddb-68cdd8ee-8a6888e0-c56ae9c5-cfdaff58.mp3]""",er,the egg [sound:googletts-557bdcb6-44f2a5e0-2d583bbb-9d446275-cae5d75d.mp3],Would you like an egg for breakfast?,Möchtest du ein Ei zum Frühstück?,
A1-NOUN-42,A1,,"""<span class=""""das"""">das</span> Eichhörnchen [sound:googletts-9293e434-5a22e78d-266e6580-d7cf5b66-520c6339.mp3]""",,Squirrel [sound:googletts-b5afe448-8783615d-2239ee36-81656d20-f5af2b2a.mp3],Squirrels spend most of their time in trees.,Eichhörnchen verbringen den Großteil ihrer Zeit in Bäumen.,
A1-NOUN-43,A1,,"""<span class=""""das"""">das</span> Eigentum [sound:googletts-c28f66bb-edad744b-732a3460-3201f33b-c7f404f4.mp3]""",,Property [sound:googletts-debbe381-90080840-c10123b0-64ebbe4f-51bacb3b.mp3],The book translation remains the intellectual property of the author.,Die Buchübersetzung bleibt das geistige Eigentum des Autors.,
A1-NOUN-44,A1,,"""<span class=""""das"""">das</span> Einkommen [sound:googletts-735494c1-8c6facc1-a0c7ab07-b744b56d-81579b2e.mp3]""",,Income [sound:googletts-ae0348cd-291a2886-54d66016-0af3b8c2-efcec324.mp3],"Thanks to a promotion, my monthly income has increased.",Dank einer Beförderung ist mein monatliches Einkommen gestiegen.,
A1-NOUN-45,A1,,"""<span class=""""das"""">das</span> Einschreiben [sound:googletts-299c2d56-8f29e953-d8674560-449ca041-bb6e7729.mp3]""",,Registered Mail (Signature) [sound:googletts-97591b55-c61df4ca-e7d6c176-a28d8bce-f3930644.mp3],She received a registered letter by mail.,Sie erhielt ein Einschreiben per Post.,
A1-NOUN-46,A1,,"""<span class=""""das"""">das</span> Einzelzimmer [sound:googletts-4e213e3d-529f9c87-7038a4db-2f6559a1-f5d27a88.mp3]""",,single room [sound:googletts-2b1b3d87-b56dcab9-b748fa92-100223ab-52485a23.mp3],Do you have a single room?,Haben Sie noch ein Einzelzimmer?,
A1-NOUN-47,A1,,"""<span class=""""das"""">das</span> Eis [sound:googletts-af17958c-07eb939a-e784cb98-0e366753-f42e5855.mp3]""",,Ice [sound:googletts-f83e460f-1efa4055-cc1b8904-f5433d30-51e57d3e.mp3],Ice is frozen water.,Eis ist gefrorenes Wasser.,
A1-NOUN-48,A1,,"""<span class=""""das"""">das</span> Erdgeschoß [sound:googletts-2c6584b5-a5ff9e48-f0d2cc04-2ce5726c-5beb2af4.mp3]""",,Ground Floor [sound:googletts-a477146b-613aaffc-41d7fe2a-2d01f9a5-082d589a.mp3],On the ground floor there are the generous cloakroom from which a staircase leads to the living area which is located on,Im Erdgeschoß befinden sich der großzügige Garderobenbereich von dem aus über eine Stiege der im Obergeschoss befindliche,
A1-NOUN-49,A1,,"""<span class=""""das"""">das</span> Ereignis [sound:googletts-49047219-aa552b49-c2f131a3-88317d9a-4eacc36d.mp3]""",,Event [sound:googletts-776b972d-36758dee-295452ff-2fff0b2d-a47b46c7.mp3],A wedding is a festive event.,Zum Frühstück aß sie ein Brötchen mit Butter und Honig.,
A1-NOUN-50,A1,,"""<span class=""""das"""">das</span> Ergebnis [sound:googletts-ac781d73-7ad60b00-70058adb-b7a5ddee-996e52f6.mp3]""",se,the result [sound:googletts-1b06aa43-69754024-8a906dda-ff76e083-92c1b9bc.mp3],"The result of the test, you get in two weeks.",Das Ergebnis des Tests bekommen Sie in zwei Wochen.,
A1-NOUN-51,A1,,"""<span class=""""das"""">das</span> Essen [sound:googletts-82c46295-6c6ed04a-33a378d3-732bb15b-b70da14b.mp3]""",,Food [sound:googletts-3add3c32-60b4601d-53fc4038-0c67ec96-983ec30c.mp3],The salt in brine preserves food.,Diese Gegend hat ein heißes und trockenes Klima.,
A1-NOUN-52,A1,,"""<span class=""""das"""">das</span> Experiment [sound:googletts-d539f600-91c8ad4b-289db1fb-285294bc-c8f16837.mp3]""",,Experiment [sound:googletts-668ceb9d-9bf5d268-af24e504-867b77e5-d2322d0e.mp3],The pupil assisted the teacher with the experiment.,Der Schüler unterstützte den Lehrer bei dem Experiment.,
A1-NOUN-53,A1,,"""<span class=""""das"""">das</span> Fach [sound:googletts-b2168f8b-d7ab16c6-38bccc70-8787638e-e6f22553.mp3]""",,Subject [sound:googletts-f91b4fd4-d5cdbbc3-0b7aa09e-084d6b3f-e08946d5.mp3],The locker has a compartment for personal items.,Der Spind hat ein Fach für persönliche Gegenstände.,
A1-NOUN-54,A1,,"""<span class=""""das"""">das</span> Fahrrad [sound:googletts-a3c28d30-4a9011c0-64cd0c15-b070ad9d-87bc9047.mp3]""",a er,the bike [sound:googletts-5d13ad10-0c88b1c4-f9627392-836978d5-b98c3e34.mp3],Fahrst you by bike or by car?,Fahrst du mit dem Fahrrad oder mit dem Auto?,
A1-NOUN-55,A1,,"""<span class=""""das"""">das</span> Fahrzeug [sound:googletts-9a80442b-49e1c7b9-dbe630b5-6b53b8d9-a205ddc1.mp3]""",,Vehicle [sound:googletts-bc0193ad-9613657f-de6d32c9-4a2c14c8-0e714e2a.mp3],"In the garage, we repair fifteen vehicles a week.",Wir reparieren fünfzehn Fahrzeuge pro Woche in der Werkstatt.,
A1-NOUN-56,A1,,"""<span class=""""das"""">das</span> Fax [sound:googletts-1939e24a-ca95cc25-14c59ab1-4b829744-e2c479b2.mp3]""",e,the fax [sound:googletts-874adb99-5235adc1-1d514bd3-13dfe0c4-c508ca67.mp3],Just send us a fax!,Schicken Sie uns einfach ein Fax!,
A1-NOUN-57,A1,,"""<span class=""""das"""">das</span> Feld [sound:googletts-fd3f4463-eae940e7-122df926-9547a6cf-05a8964f.mp3]""",,Field [sound:googletts-108df7a6-da8f6ef9-99c458af-2970c640-17897e66.mp3],The farmer worked in the field.,Der Bauer arbeitete auf dem Feld.,
A1-NOUN-58,A1,,"""<span class=""""das"""">das</span> Fenster [sound:googletts-7215511d-6acc7f72-82c99957-bf43c235-ac9de115.mp3]""",,Window [sound:googletts-4a2adb85-62830e4a-a35e656e-e9965860-d13ab048.mp3],"My windows are dirty, I need to clean them.","Meine Fenster sind schmutzig, ich muss sie putzen.",
A1-NOUN-59,A1,,"""<span class=""""das"""">das</span> Fernsehen [sound:googletts-d9bc93be-58bc5967-99c139c9-83510ff3-43c6908f.mp3]""",,Television [sound:googletts-286017de-9ea1a03c-7401bcac-990ee873-37a171b9.mp3],The prevalence of digital television has increased.,Die Verbreitung des digitalen Fernsehens hat zugenommen.,
A1-NOUN-60,A1,,"""<span class=""""das"""">das</span> Fest [sound:googletts-24e0ecac-014efb91-755466b0-75d78ad3-947a2577.mp3]""",,Festival [sound:googletts-b5dabd40-e40eecaf-75a9b1f9-f3320f40-39065b5a.mp3],I saw The Sting at a festival of classic films.,Der Cartoonist hat witzige Karikaturen gezeichnet.,
A1-NOUN-61,A1,,"""<span class=""""das"""">das</span> Fett [sound:googletts-e37dd090-04528aa5-f362c7ee-3fa40553-540e60c1.mp3]""",,Fat [sound:googletts-67104f86-5b5e3ac9-21552eb9-6df4e742-d9cbc3ad.mp3],My fat cat needs to lose weight.,Meine dicke Katze muss abnehmen.,
A1-NOUN-62,A1,,"""<span class=""""das"""">das</span> Feuer [sound:googletts-6c8dc1ae-b5f93ae3-c6f7aa5e-309811e7-452593cb.mp3]""",,fire [sound:googletts-7ab6e8c2-e0dd5dba-55aa7d5b-05c70ed5-190029db.mp3],Do you have a light?,Haben Sie Feuer?,
A1-NOUN-63,A1,,"""<span class=""""das"""">das</span> Feuerzeug [sound:googletts-c125d4c1-fe38271b-9ee8b369-863d53a5-6f2f638a.mp3]""",,Lighter [sound:googletts-c1204921-c066c3ae-94a3b4eb-888f4c30-f067d3be.mp3],I bought candles but forgot the lighter.,"Ich habe Kerzen gekauft, aber das Feuerzeug vergessen.",
A1-NOUN-64,A1,,"""<span class=""""das"""">das</span> Fieber [sound:googletts-518436dd-670cf9bf-f3c2fda2-575c7d4e-9e062bb1.mp3]""",,the fever [sound:googletts-632bbc7a-a88ccdfe-9982784f-d2d2b831-c36c6488.mp3],My husband still has fever.,Mein Mann hat noch immer Fieber.,
A1-NOUN-65,A1,,"""<span class=""""das"""">das</span> Fleisch [sound:googletts-0c8e4dd8-24716ed6-529dbdd4-17350da3-12eb103e.mp3]""",,Meat [sound:googletts-0b6f976b-a5db22aa-cb973149-6a67faf9-f78795bd.mp3],He prefers fish to meat.,Er isst lieber Fisch als Fleisch.,
A1-NOUN-66,A1,,"""<span class=""""das"""">das</span> Fleisch [sound:googletts-0c8e4dd8-24716ed6-529dbdd4-17350da3-12eb103e.mp3]""",,the meat [sound:googletts-e7c80172-c3884d89-8e82293f-3d7f867f-155268e6.mp3],I do not like meat,Fleisch mag ich nicht,
A1-NOUN-67,A1,,"""<span class=""""das"""">das</span> Flugzeug [sound:googletts-ab8af775-c15a2ac7-65aae4de-e032cbf7-74fab761.mp3]""",,The plane [sound:googletts-1cfa0c4e-d2e42a50-b8251802-bdf8ebc5-8d3496a5.mp3],The plane from Berlin comes today later.,Das Flugzeug aus Berlin kommt heute später an.,
A1-NOUN-68,A1,,"""<span class=""""das"""">das</span> Formular [sound:googletts-e2a477d2-3a0fb927-77c45ad9-57bbbc9e-34703017.mp3]""",e,the form [sound:googletts-05675808-7b6583c2-38c6b941-5769ca20-df2f0124.mp3],You need this form filling out.,Sie mussen dieses Formular ausfullen.,
A1-NOUN-69,A1,,"""<span class=""""das"""">das</span> Forum [sound:googletts-f9362f13-d4146907-21076bdb-99796ca9-581d6590.mp3]""",,Discussion [sound:googletts-a9234844-8c34f94c-65a52cb6-91488bea-e460bef1.mp3],The website for this computer game has a forum for players.,The website for this computer game has a forum for players.,
A1-NOUN-70,A1,,"""<span class=""""das"""">das</span> Foto [sound:googletts-1ecdde5e-8ee8c3b7-7b8ae5f5-2358ec35-3659e095.mp3]""",s,the photo [sound:googletts-b8bdec66-34b3c66a-3e2b404d-6cfdfad8-8c554279.mp3],May I take a photo?,Darf ich ein Foto machen?,
A1-NOUN-71,A1,,"""<span class=""""das"""">das</span> Frühjahr [sound:googletts-74e88918-b34dfc67-ae1ea00e-d26af7b8-9e70c91b.mp3]""",,Springtime [sound:googletts-de894331-58fca0ae-a1484449-cc36f37a-accb5024.mp3],The company will introduce a range of new products in spring.,Das Unternehmen wird im Frühjahr eine Palette neuer Produkte vorstellen.,
A1-NOUN-72,A1,,"""<span class=""""das"""">das</span> Fruhstuck [sound:googletts-0b6ce3b0-668c2a7a-2d89b127-6865150a-5ea5d518.mp3]""",,breakfast [sound:googletts-a5eae95f-10ed8972-f4cc96f9-d84e9db7-677310f3.mp3],Did you like an egg for breakfast?,Möchtest du ein Ei zum Fruhstuck?,
A1-NOUN-73,A1,,"""<span class=""""das"""">das</span> Fünfeck [sound:googletts-aad0ce34-fdcee08c-f7760d31-faa12e12-c790a6db.mp3]""",,Pentagon [sound:googletts-0f68e588-a2762bf1-184880f1-ad749bc0-d6653445.mp3],The number of these water-pentagons (including corners) on the map varies as indicated below.,Die Zahl dieser Wasser-Fünfecke (inklusive der Ecken) auf der Karte variiert wie nachfolgend angegeben.,
A1-NOUN-74,A1,,"""<span class=""""das"""">das</span> Gas [sound:googletts-0fc565ef-f75e1fb0-bf325411-9becef5a-a3a27d77.mp3]""",,Gas [sound:googletts-2765b255-c73acbd5-eb0b527c-598fb60d-b11f7b8d.mp3],Gas is an important source of energy.,Gas ist eine wichtige Energiequelle.,
A1-NOUN-75,A1,,"""<span class=""""das"""">das</span> Gebäck [sound:googletts-6d23f933-bac69b11-a79ebb31-53c6833d-f4e0f74c.mp3]""",,Cookies [sound:googletts-0b0dfe1f-a825e15d-b3bc335b-bc8b6e8b-429c2276.mp3],The café offers a wide variety of pastries.,Ich habe heute mit meinen Kindern Kekse gebacken.,
A1-NOUN-76,A1,,"""<span class=""""das"""">das</span> Gebäude [sound:googletts-6dfd4998-5834fefe-9703890f-ca47e9ee-b8cbd492.mp3]""",,Building [sound:googletts-fd5de479-9c6a65a0-e5fd7c22-ecae5dc7-55f943c1.mp3],This building is listed.,Dieses Gebäude steht unter Denkmalschutz.,
A1-NOUN-77,A1,,"""<span class=""""das"""">das</span> Gebiet [sound:googletts-03990ddb-e336e1f0-72b14528-440cb733-06e19ed6.mp3]""",,Area [sound:googletts-eac3f09b-19776ebc-bf8f57e0-e26127b9-74d58998.mp3],This territory is uninhabited.,Dieses Gebiet ist unbewohnt.,
A1-NOUN-78,A1,,"""<span class=""""das"""">das</span> Gebirge [sound:googletts-ab026c13-2044a64a-ed220296-eaa2b22f-d0b5f305.mp3]""",,Mountain Range [sound:googletts-a4b898d0-db96e71b-c59f66a6-84ceec81-6af5e1f9.mp3],"An infrastructure project, it was a hydroelectric plant in the Pamir Mountains of Tajikistan, a bank in the Kyrgyz Republic","Ein Infrastrukturprojekt, sei es ein Wasserkraftwerk im Pamir-Gebirge von Tadschikistan, eine Bank in der Kirgisischen Republik",
A1-NOUN-79,A1,,"""<span class=""""das"""">das</span> Geburtsjahr [sound:googletts-2bd06261-78a5221e-65a34100-d20cfe63-6ec03d42.mp3]""",,the year of birth [sound:googletts-73c6a4be-98beb17e-bb503234-7097b25e-35040769.mp3],"The year of birth of her son, please?","Das Geburtsjahr ihres Sohnes, bitte?",
A1-NOUN-80,A1,,"""<span class=""""das"""">das</span> Gedicht [sound:googletts-da43a22a-592ddedb-b1e3a8d1-3bb035b9-b6c7190b.mp3]""",,Poem [sound:googletts-9b74381d-fbf53c54-0ed7a615-46d25144-a2522ad2.mp3],The baby tripped and fell on his butt.,Das Baby stolperte und fiel auf seinen Po.,
A1-NOUN-81,A1,,"""<span class=""""das"""">das</span> Gefühl [sound:googletts-76970587-eba7b094-d7dbcd58-3b7cc223-861f8be3.mp3]""",,Sense [sound:googletts-3f5d31c2-28a51336-fd17265c-b5f0b047-62299574.mp3],I admire his feel for music.,Ich bewundere sein Gefühl für Musik.,
A1-NOUN-82,A1,,"""<span class=""""das"""">das</span> Gegenteil [sound:googletts-c4b74d92-ed87c83a-58c93550-ac05c175-21f2d6e3.mp3]""",,Opposite [sound:googletts-df51ea97-052c6fc8-ba181192-2f9e2a5a-4d14f6f0.mp3],The baseline is the opposite of the headline.,Die Baseline ist das Gegenteil der Headline.,
